backbone,frozen_prop,batch,lr,mask,pix,auc_0,younden_0,pr_max_0,pr_cut_0,auc_1,younden_1,pr_max_1,pr_cut_1,auc_2,younden_2,pr_max_2,pr_cut_2,f1_score_0,precision_score_0,recall_score_0,accuracy_score_0,f1_score_1,precision_score_1,recall_score_1,accuracy_score_1,f1_score_2,precision_score_2,recall_score_2,accuracy_score_2,"f1_score[0, 1]","precision_score[0, 1]","recall_score[0, 1]","accuracy_score[0, 1]","f1_score[0, 2]","precision_score[0, 2]","recall_score[0, 2]","accuracy_score[0, 2]","f1_score[1, 2]","precision_score[1, 2]","recall_score[1, 2]","accuracy_score[1, 2]"
IncResNet,0.29243589443641194,8,0.0008343456394622087,False,512,0.619281,0.05241237,0.0055957893,0,0.49537975,0.30241078,0.18259308,0,0.538473,0.6814502,0.4652758,0,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333
