loss,binary_accuracy,precision,auc,val_loss,val_binary_accuracy,val_precision,val_auc
2.201127529144287,0.5600000023841858,0.32608696818351746,0.45339998602867126,1.6179733276367188,0.5133333206176758,0.2195121943950653,0.43209999799728394
